使用区队	申请日期	出库明细									
使用区队	申请日期	物料类型	物料编码	物料名称	规格型号	单位	出库数量	单价	金额	单位	工程名称
综机机加工车间	2025-08-07	材料	390101070000009	活扳手	150mm	把	7.00	9.65	67.55	开掘	+878-810m回风斜巷
综机机加工车间	2025-08-07	材料	390101070000011	活扳手	250mm	把	3.00	14.40	43.20	开掘	+878-810m回风斜巷
综机机加工车间	2025-08-07	材料	390123050000003	钢丝刷	200mm	把	4.00	1.71	6.84	开掘	+878-810m回风斜巷
综机机加工车间	2025-08-07	材料	212701010000009	手动葫芦	1t×5m	台	1.00	275.00	275.00	开掘	+878-810m回风斜巷
综机机加工车间	2025-08-07	材料	972717050000003	大扫帚	竹把	把	5.00	14.59	72.95	开掘	+878-810m回风斜巷
综机机加工车间	2025-08-07	材料	392301010000015	钢卷尺	5m（45#钢）	把	2.00	8.00	16.00	开掘	+878-810m回风斜巷
综机机加工车间	2025-08-07	材料	390705010000022	焊条	Φ4.0	公斤	200.00	6.63	1326.00	开掘	+878-810m回风斜巷
综机机加工车间	2025-08-07	材料	211501170000012	膨胀螺栓	16×120mm	条	80.00	2.50	200.00	开掘	+878-810m回风斜巷
综机机加工车间	2025-08-07	材料	390303030000004	（进口）电锤	Φ38mm（进口）（铜线圈）	把	1.00	2110.30	2110.30	开掘	+878-810m回风斜巷
综机机加工车间	2025-08-07	材料	213121010000030	电锤钻头	6-25mm（10件）(高碳钢)	套	1.00	105.50	105.50	开掘	+878-810m回风斜巷
综机机加工车间	2025-08-07	材料	990143030011013	电动套丝机	15×50mm（铜线圈）（1014）	台	1.00	1594.75	1594.75	开掘	+878-810m回风斜巷
通风队	2025-08-06	材料	213115030000021	十字塑柄螺丝刀	6*150（磁力型）（45#钢）	把	4.00	4.51	18.04	开掘	+878-810m回风斜巷
通风队	2025-08-06	材料	390101070000011	活扳手	250mm	把	4.00	15.82	63.28	开掘	+878-810m回风斜巷
通风队	2025-08-06	材料	250701070000003	乳胶手套	乳胶	双	12.00	4.92	59.04	开掘	+878-810m回风斜巷
通风队	2025-08-06	材料	990143030017911	布袜子	-7912	双	8.00	8.00	64.00	开掘	+878-810m回风斜巷
通风队	2025-08-06	材料	210701270000006	头灯	LED	个	4.00	115.00	460.00	开掘	+878-810m回风斜巷
通风队	2025-08-06	材料	980121000001064	矿灯带	.	条	4.00	5.00	20.00	开掘	+878-810m回风斜巷
通风队	2025-08-06	材料	250903050000006	反光药物高筒工矿靴	26.5#	双	4.00	55.96	223.84	开掘	+878-810m回风斜巷
通风队	2025-08-06	材料	250101030000013	加厚防尘服	大中小号	套	4.00	144.90	579.60	开掘	+878-810m回风斜巷
通风队	2025-08-06	材料	390109050000002	工具钢高强剁斧	.	把	4.00	13.59	54.36	开掘	+878-810m回风斜巷
通风队	2025-08-06	材料	190301090000001	隔绝式化学氧自救器	ZH30（C）	台	20.00	188.68	3773.60	开掘	+878-810m回风斜巷
通风队	2025-08-06	材料	212101250000053	法兰盘	50mm(-16)	个	5.00	14.96	74.80	开掘	+878-810m回风斜巷
通风队	2025-08-06	材料	390101070000009	活扳手	150mm	把	6.00	9.65	57.90	开掘	+878-810m回风斜巷
通风队	2025-08-06	材料	390101070000010	活扳手	200mm	把	3.00	10.49	31.47	开掘	+878-810m回风斜巷
机电队	2025-08-06	材料	250101030000013	加厚防尘服	大中小号	套	20.00	144.90	2898.00	开掘	+878-810m回风斜巷
机电队	2025-08-06	材料	990143030017911	布袜子	-7912	双	4.00	8.00	32.00	开掘	+878-810m回风斜巷
机电队	2025-08-06	材料	250701070000003	乳胶手套	乳胶	双	4.00	4.92	19.68	开掘	+878-810m回风斜巷
机电队	2025-08-06	材料	250301010000003	安全帽	电绝缘性能+阻燃性能	顶	2.00	36.22	72.44	开掘	+878-810m回风斜巷
机电队	2025-08-06	材料	980121000001064	矿灯带	.	条	2.00	5.00	10.00	开掘	+878-810m回风斜巷
机电队	2025-08-06	材料	250903050000005	反光药物高筒工矿靴	26#	双	2.00	55.20	110.40	开掘	+878-810m回风斜巷
后勤部	2025-08-06	材料	250101030000013	加厚防尘服	大中小号	套	2.00	144.90	289.80	开掘	+878-810m回风斜巷
调度室	2025-08-06	材料	250101030000030	特制工作服	.	件	4.00	137.80	551.20	开掘	+878-810m回风斜巷
调度室	2025-08-06	材料	250101030000013	加厚防尘服	大中小号	套	9.00	144.90	1304.10	开掘	+878-810m回风斜巷
掘进一队	2025-08-05	材料	212903030000017	中空煤钻杆	2.2m	根	22.00	29.90	657.80	开掘	+878-810m回风斜巷
掘进一队	2025-08-05	材料	532501010000011	矿用锚索张拉机具（气动泵）	MQ18-200/60	台	1.00	3700.00	3700.00	开掘	+878-810m回风斜巷
掘进一队	2025-08-05	材料	990143030017911	布袜子	-7912	双	2.00	8.00	16.00	开掘	+878-810m回风斜巷
掘进一队	2025-08-05	材料	250701070000003	乳胶手套	乳胶	双	3.00	4.92	14.76	开掘	+878-810m回风斜巷
掘进一队	2025-08-05	材料	980121000001064	矿灯带	.	条	1.00	5.00	5.00	开掘	+878-810m回风斜巷
掘进一队	2025-08-05	材料	210701270000006	头灯	LED	个	1.00	115.00	115.00	开掘	+878-810m回风斜巷
掘进一队	2025-08-05	材料	250903050000006	反光药物高筒工矿靴	26.5#	双	1.00	55.96	55.96	开掘	+878-810m回风斜巷
掘进一队	2025-08-05	材料	250101030000013	加厚防尘服	大中小号	套	1.00	144.90	144.90	开掘	+878-810m回风斜巷
掘进一队	2025-08-05	材料	212901270000021	防突钻杆	1mΦ42mm	根	55.00	45.40	2497.00	开掘	+878-810m回风斜巷
掘进一队	2025-08-05	材料	212901030000003	注水煤钻头	32mm	支	20.00	3.88	77.60	开掘	+878-810m回风斜巷
掘进一队	2025-08-05	材料	212901010000009	一字型岩石钻头	43mm	支	10.00	15.28	152.80	开掘	+878-810m回风斜巷
掘进一队	2025-08-05	材料	212901010000007	一字型岩石钻头	30.5mm	支	10.00	11.11	111.10	开掘	+878-810m回风斜巷
掘进一队	2025-08-05	材料	212901270000061	钎尾座	Φ22	个	20.00	9.19	183.80	开掘	+878-810m回风斜巷
掘进一队	2025-08-05	材料	212903130000189	麻花钻杆	Φ28×2400mm	根	20.00	12.00	240.00	开掘	+878-810m回风斜巷
掘进一队	2025-08-05	材料	210329030000003	气腿式凿岩机	YT28	台	1.00	2879.00	2879.00	开掘	+878-810m回风斜巷
掘进一队	2025-08-05	材料	230503090000059	自喷漆	400mI	瓶	14.00	6.81	95.34	开掘	+878-810m回风斜巷
掘进一队	2025-08-05	材料	392305010000001	坡度规	FD—200（45#钢）	把	4.00	54.19	216.76	开掘	+878-810m回风斜巷
掘进一队	2025-08-05	材料	210329050000010	气动锚杆钻机	MQT-130/3.2	台	2.00	6696.31	13392.62	开掘	+878-810m回风斜巷
掘进一队	2025-08-05	材料	510199170000137	球形截止阀	QJ10	件	2.00	38.00	76.00	开掘	+878-810m回风斜巷
掘进一队	2025-08-05	材料	510199170000140	球形截止阀	QJ19	件	2.00	61.95	123.90	开掘	+878-810m回风斜巷
掘进一队	2025-08-05	材料	541101030030013	导向轮	/	件	2.00	840.00	1680.00	开掘	+878-810m回风斜巷
掘进一队	2025-08-05	材料	213115030000021	十字塑柄螺丝刀	6*150（磁力型）（45#钢）	把	7.00	4.51	31.57	开掘	+878-810m回风斜巷
掘进一队	2025-08-05	材料	990562210003689	老虎钳	9寸	个	4.00	34.50	138.00	开掘	+878-810m回风斜巷
掘进一队	2025-08-05	材料	392301010000015	钢卷尺	5m（45#钢）	把	15.00	8.00	120.00	开掘	+878-810m回风斜巷
掘进一队	2025-08-05	材料	212901030000004	注水煤钻头	43mm	支	60.00	3.00	180.00	开掘	+878-810m回风斜巷
掘进一队	2025-08-05	材料	230119030000006	普通塑料编织袋	800*500	条	4500.00	0.60	2700.00	开掘	+878-810m回风斜巷
掘进一队	2025-08-05	材料	279909010000001	顶板离层指示仪	WBY-10	台	10.00	70.83	708.30	开掘	+878-810m回风斜巷
掘进一队	2025-08-05	材料	110501270000002	钢丝绳	6×19s×15.5	公斤	1000.00	8.69	8690.00	开掘	+878-810m回风斜巷
掘进一队	2025-08-05	材料	212901070000061	金刚石复合片锚杆钻头（二翼全片）	ZTFG32/2	只	19.00	111.62	2120.78	开掘	+878-810m回风斜巷
机电队	2025-08-05	材料	210111010000296	橡套电缆	MYP-0.66/1.14KV 3×70+1×25 .	米	130.00	251.89	32745.70	开掘	+878-810m回风斜巷
机电队	2025-08-05	材料	559915010000010	扳道器	24kg	对	3.00	339.97	1019.91	开掘	+878-810m回风斜巷
机电队	2025-08-05	材料	390901070000001	等离子割枪	P80	把	2.00	225.00	450.00	开掘	+878-810m回风斜巷
机电队	2025-08-05	材料	230119130000001	尼龙扎丝	250mm	根	1259.00	0.02	25.18	开掘	+878-810m回风斜巷
机电队	2025-08-05	材料	230119110000007	尼龙扎带	8×500	根	1000.00	0.10	100.00	开掘	+878-810m回风斜巷
机电队	2025-08-05	材料	390101090000002	内六角扳手	10mm	把	1.00	4.25	4.25	开掘	+878-810m回风斜巷
机电队	2025-08-05	材料	213101190000052	平头电镀标长内六角扳手	8mm（铬钒钢）	把	1.00	3.22	3.22	开掘	+878-810m回风斜巷
机电队	2025-08-05	材料	210111010000286	橡套电缆	MYP-0.66/1.14KV 3×35+1×16 .	米	100.00	135.00	13500.00	开掘	+878-810m回风斜巷
机电队	2025-08-05	材料	230303090000015	抗磨液压油（优级）	46#.	吨	0.17	19723.89	3353.06	开掘	+878-810m回风斜巷
通风队	2025-08-04	材料	213101030000105	三用套管扳手	12-14-17（45#钢）	把	1.00	5.65	5.65	开掘	+878-810m回风斜巷
通风队	2025-08-04	材料	213101030000106	三用套管扳手	14-17-19（45#钢）	把	1.00	6.42	6.42	开掘	+878-810m回风斜巷
通风队	2025-08-04	材料	213101150000025	活扳手	300mm（优质合金钢）	把	2.00	17.49	34.98	开掘	+878-810m回风斜巷
通风队	2025-08-04	材料	213115030000023	十字塑柄螺丝刀	8*250（磁力型）（45#钢）	把	1.00	7.30	7.30	开掘	+878-810m回风斜巷
通风队	2025-08-04	材料	210701270000006	头灯	LED	个	1.00	115.00	115.00	开掘	+878-810m回风斜巷
通风队	2025-08-04	材料	274105000000003	标准气样	八种气体8L	瓶	1.00	1800.00	1800.00	开掘	+878-810m回风斜巷
机电队	2025-08-04	材料	230309110000008	润滑脂	二硫化钼锂基脂	公斤	40.00	25.77	1030.80	开掘	+878-810m回风斜巷
机电队	2025-08-04	材料	210111030000557	塑力电缆	VV22-0.6/1KV 4×25.	米	202.00	84.30	17028.60	开掘	+878-810m回风斜巷
机电队	2025-08-04	材料	110501270000003	中负荷工业齿轮油	320#.	吨	0.17	19078.00	3243.26	开掘	+878-810m回风斜巷
机电队	2025-08-04	材料	211501170000012	膨胀螺栓	16×120mm	条	40.00	2.50	100.00	开掘	+878-810m回风斜巷
机电队	2025-08-04	材料	230503090000059	自喷漆	400mI	瓶	15.00	6.81	102.15	开掘	+878-810m回风斜巷
机电队	2025-08-04	材料	230119030000006	普通塑料编织袋	800*500	条	100.00	0.60	60.00	开掘	+878-810m回风斜巷
机电队	2025-08-04	材料	盈树	普通螺母	16mm	件	180.00	0.17	30.60	开掘	+878-810m回风斜巷
机电队	2025-08-04	材料	211501010000216	六角螺栓	16×70	件	180.00	0.83	149.40	开掘	+878-810m回风斜巷
机电队	2025-08-04	材料	211927050000020	闸阀	Z41H-2.5MPa 100mm	只	2.00	662.90	1325.80	开掘	+878-810m回风斜巷
机电队	2025-08-04	材料	250501010000013	防尘口罩	3M 9002	个	15.00	20.90	313.50	开掘	+878-810m回风斜巷
机电队	2025-08-04	材料	972717050000003	大扫帚	竹把	把	5.00	14.59	72.95	开掘	+878-810m回风斜巷
机电队	2025-08-04	材料	390901990000002	数控等离子切割机保护帽	直径Φ35,长度25mm,	个	10.00	3.00	30.00	开掘	+878-810m回风斜巷
机电队	2025-08-04	材料	210911170000043	数字钳形表	Dm6015F	只	2.00	357.10	714.20	开掘	+878-810m回风斜巷
机电队	2025-08-04	材料	211515030000003	弹簧垫	16mm	件	30.00	0.15	4.50	开掘	+878-810m回风斜巷
机电队	2025-08-04	材料	211515090000004	镀锌平垫	16mm	件	30.00	0.11	3.30	开掘	+878-810m回风斜巷
机电队	2025-08-04	材料	990562210003689	老虎钳	9寸	个	4.00	34.50	138.00	开掘	+878-810m回风斜巷
机电队	2025-08-04	材料	230309110000004	润滑脂	3#锂基脂	吨	0.04	26761.06	1070.44	开掘	+878-810m回风斜巷
掘进一队	2025-08-02	材料	510199170000137	球形截止阀	QJ10	件	13.00	38.00	494.00	开掘	+878-810m回风斜巷
掘进一队	2025-08-02	材料	110707190000018	等强螺纹钢式树脂锚杆金属杆体(等强锚杆高强盘)	MSGLD-335/20×2400	套	200.00	47.50	9500.00	开掘	+878-810m回风斜巷
掘进一队	2025-08-02	材料	110501270000003	中负荷工业齿轮油	320#.	吨	0.17	19078.00	3243.26	开掘	+878-810m回风斜巷
掘进一队	2025-08-02	材料	215323010000004	尼龙地滚	166×350×35×450(+50)×15	件	7.00	390.00	2730.00	开掘	+878-810m回风斜巷
掘进一队	2025-08-02	材料	212901030000003	注水煤钻头	32mm	支	2.00	3.88	7.76	开掘	+878-810m回风斜巷
掘进一队	2025-08-02	材料	212901270000061	钎尾座	Φ22	个	1.00	9.19	9.19	开掘	+878-810m回风斜巷
掘进一队	2025-08-02	材料	212901010000007	一字型岩石钻头	30.5mm	支	12.00	11.11	133.32	开掘	+878-810m回风斜巷
掘进一队	2025-08-02	材料	212901010000009	一字型岩石钻头	43mm	支	12.00	15.28	183.36	开掘	+878-810m回风斜巷
掘进一队	2025-08-02	材料	230119030000006	普通塑料编织袋	800*500	条	600.00	0.60	360.00	开掘	+878-810m回风斜巷
掘进一队	2025-08-02	材料	212903130000189	麻花钻杆	Φ28×2400mm	根	10.00	12.00	120.00	开掘	+878-810m回风斜巷
掘进一队	2025-08-02	材料	990145010000373	钻杆	B19	个	54.00	47.60	2570.40	开掘	+878-810m回风斜巷
掘进一队	2025-08-02	材料	211501070000011	鱼尾螺栓	20×90	件	44.00	1.47	64.68	开掘	+878-810m回风斜巷
掘进一队	2025-08-02	材料	510199170000291	异径直通	JKZ19/10	个	6.00	7.70	46.20	开掘	+878-810m回风斜巷
掘进一队	2025-08-02	材料	212305110000030	轻轨用接头夹板（道夹板）	24Kg/m	件	20.00	37.93	758.60	开掘	+878-810m回风斜巷
掘进一队	2025-08-02	材料	390115050000015	新式重型管钳	600mm（铬钼钢，球墨铸铁）	把	2.00	63.00	126.00	开掘	+878-810m回风斜巷
掘进一队	2025-08-02	材料	271305000000003	封孔袋	400g	袋	120.00	18.69	2242.80	开掘	+878-810m回风斜巷
掘进一队	2025-08-02	材料	212901230000002	金刚石复合片钻头（三翼）	FGW113G	只	2.00	1061.95	2123.90	开掘	+878-810m回风斜巷
掘进一队	2025-08-02	材料	211927130000069	闸阀	DN100	台	2.00	690.20	1380.40	开掘	+878-810m回风斜巷
掘进一队	2025-08-02	材料	230309050000002	润滑脂	3#钙基脂.	吨	0.02	14880.74	297.61	开掘	+878-810m回风斜巷
掘进一队	2025-08-02	材料	559915010000040	道钉	15kg,18kg,24kg(三产)	公斤	150.00	5.62	843.00	开掘	+878-810m回风斜巷
掘进一队	2025-08-02	材料	211503010000006	普通螺母	20mm	件	40.00	0.44	17.60	开掘	+878-810m回风斜巷
掘进一队	2025-08-02	材料	盈树	支撑钢	29U	公斤	24000.00	3.28	78720.00	开掘	+878-810m回风斜巷
掘进一队	2025-08-01	材料	541101030030005	台车	/	件	2.00	46200.00	92400.00	开掘	+878-810m回风斜巷
掘进一队	2025-08-01	材料	510199170000237	直通	KJ-19	件	2.00	6.15	12.30	开掘	+878-810m回风斜巷
掘进一队	2025-08-01	材料	211503010000006	普通螺母	20mm	件	100.00	0.44	44.00	开掘	+878-810m回风斜巷
掘进一队	2025-08-01	材料	211501070000011	鱼尾螺栓	20×90	件	200.00	1.47	294.00	开掘	+878-810m回风斜巷
掘进一队	2025-08-01	材料	278701010000003	塑料涂覆布正压风筒	FTZSS600*10	米	100.00	16.94	1694.00	开掘	+878-810m回风斜巷
掘进一队	2025-08-01	材料	212905050000007	风镐头	350mm	只	3.00	14.07	42.21	开掘	+878-810m回风斜巷
掘进一队	2025-08-01	材料	980121000001064	矿灯带	.	条	1.00	5.00	5.00	开掘	+878-810m回风斜巷
掘进一队	2025-08-01	材料	250501010000013	防尘口罩	3M 9002	个	2.00	20.90	41.80	开掘	+878-810m回风斜巷
掘进一队	2025-08-01	材料	250701070000003	乳胶手套	乳胶	双	2.00	4.92	9.84	开掘	+878-810m回风斜巷
掘进一队	2025-08-01	材料	250903050000007	反光药物高筒工矿靴	27#	双	1.00	54.29	54.29	开掘	+878-810m回风斜巷
掘进一队	2025-08-01	材料	250101030000013	加厚防尘服	大中小号	套	1.00	144.90	144.90	开掘	+878-810m回风斜巷
掘进一队	2025-08-01	材料	230309050000002	润滑脂	3#钙基脂.	吨	0.06	14880.74	892.84	开掘	+878-810m回风斜巷
掘进一队	2025-08-01	材料	110507010000004	镀锌铁丝	1.6mm	公斤	75.00	6.14	460.50	开掘	+878-810m回风斜巷
掘进一队	2025-08-01	材料	972717050000003	大扫帚	竹把	把	5.00	14.59	72.95	开掘	+878-810m回风斜巷
掘进一队	2025-08-01	材料	214101030000003	重型绳卡头	15mm	个	5.00	4.05	20.25	开掘	+878-810m回风斜巷
掘进一队	2025-08-01	材料	391309010000002	重型绳卡头	12mm	个	5.00	2.30	11.50	开掘	+878-810m回风斜巷
掘进一队	2025-08-01	材料	210329050000018	气动手持式钻机	ZQS-60/2.0S	台	1.00	3773.63	3773.63	开掘	+878-810m回风斜巷
机电队	2025-08-01	材料	230309050000002	润滑脂	3#钙基脂.	吨	0.02	14880.74	297.61	开掘	+878-810m回风斜巷
机电队	2025-08-01	材料	110707190000018	等强螺纹钢式树脂锚杆金属杆体(等强锚杆高强盘)	MSGLD-335/20×2400	套	6.00	45.32	271.92	开掘	+878-810m回风斜巷
机电队	2025-08-01	材料	E22010030000197	工业洗衣机	XTQ-100	台	1.00	97400.00	97400.00	开掘	+878-810m回风斜巷
机电队	2025-08-01	材料	E21021070000037	工业烘干机	HC-100	台	1.00	62000.00	62000.00	开掘	+878-810m回风斜巷
机电队	2025-08-01	材料	390303030000025	电锤	220V-50Hz-800W-850r/m	台	1.00	188.90	188.90	开掘	+878-810m回风斜巷
机电队	2025-08-01	材料	810709010000026	电极	/	件	10.00	586.30	5863.00	开掘	+878-810m回风斜巷
机电队	2025-08-01	材料	210919390000082	喷嘴	DN80	件	10.00	9.20	92.00	开掘	+878-810m回风斜巷
机电队	2025-08-01	材料	210111030000561	塑力电缆	VV22-0.6/1KV 4×35 .	米	150.00	115.77	17365.50	开掘	+878-810m回风斜巷
											
机电队	2025-07-24	材料	250101030000013	加厚防尘服	大中小号	套	13.00	144.90	1883.70	开掘	﹢810m运输大巷
机电队	2025-07-24	材料	250701070000003	乳胶手套	乳胶	双	54.00	4.92	265.68	开掘	﹢810m运输大巷
机电队	2025-07-24	材料	211503010000004	普通螺母	16mm	件	20.00	0.19	3.80	开掘	﹢810m运输大巷
机电队	2025-07-24	材料	211501010000193	六角螺栓	16×120	件	20.00	1.48	29.60	开掘	﹢810m运输大巷
机电队	2025-07-24	材料	211515090000004	镀锌平垫	16mm	件	20.00	0.11	2.20	开掘	﹢810m运输大巷
机电队	2025-07-24	材料	230309110000004	润滑脂	3#锂基脂	吨	0.01	26761.06	267.61	开掘	﹢810m运输大巷
机电队	2025-07-24	材料	390101030000036	梅花扳手	24-27mm	把	1.00	12.12	12.12	开掘	﹢810m运输大巷
机电队	2025-07-24	材料	390101030000038	梅花扳手	27-30mm	把	1.00	19.66	19.66	开掘	﹢810m运输大巷
机电队	2025-07-24	材料	210111010000324	橡套电缆	MZ-0.3/0.5KV 3×2.5+1×2.5 .	米	150.00	12.16	1824.00	开掘	﹢810m运输大巷
